array,queries,results
67 13 48 29 93 50 93 25 44 40,8-8 | 7-7 | 8-8 | 8-9 | 2-5 | 3-9 | 0-3 | 0-9 | 0-9 | 9-9 | 7-8 | 3-7 | 4-9 | 8-8 | 3-9,44 25 44 40 29 25 13 13 13 40 25 25 25 44 25
37 8 84 54 43 24 60 30 77 87,5-9 | 3-5 | 2-3 | 1-6 | 8-9 | 3-9 | 7-8 | 3-4 | 9-9 | 4-7 | 0-6 | 9-9 | 5-9 | 8-9 | 0-7,24 24 54 8 77 24 30 43 87 24 8 87 24 77 8
80 1 55 19 89 75 5 46 47 71,4-8 | 0-6 | 7-9 | 0-7 | 5-9 | 6-9 | 4-8 | 2-6 | 2-8 | 0-9 | 6-6 | 8-8 | 6-7 | 9-9 | 9-9,5 1 46 1 5 5 5 5 5 1 5 47 5 71 71
8 62 5 99 32 4 8 25 74 43,7-8 | 6-8 | 3-5 | 9-9 | 0-1 | 1-1 | 5-9 | 0-5 | 3-5 | 1-1 | 5-6 | 4-8 | 7-7 | 6-8 | 7-9,25 8 4 43 8 62 4 4 4 62 4 4 25 8 25
58 53 23 92 66 99 8 9 73 4,9-9 | 2-8 | 0-7 | 3-5 | 8-9 | 0-3 | 5-7 | 8-9 | 6-6 | 1-5 | 4-6 | 8-8 | 9-9 | 2-9 | 4-6,4 8 8 66 4 23 8 4 8 23 8 73 4 4 8
67 70 4 69 12 27 50 22 23 18,5-9 | 1-7 | 7-9 | 9-9 | 4-6 | 6-6 | 3-5 | 7-8 | 2-7 | 4-4 | 6-8 | 3-5 | 3-9 | 3-8 | 2-4,18 4 18 18 12 50 12 22 4 12 22 12 12 12 4
98 99 27 56 96 28 45 97 63 71,9-9 | 2-3 | 7-9 | 6-8 | 4-6 | 7-8 | 9-9 | 2-7 | 8-9 | 1-7 | 6-8 | 0-1 | 3-9 | 5-8 | 2-9,71 27 63 45 28 63 71 27 63 27 45 98 28 28 27
85 41 3 5 93 79 53 81 5 55,8-9 | 2-8 | 4-7 | 0-1 | 2-8 | 5-5 | 9-9 | 0-3 | 9-9 | 6-8 | 1-4 | 2-5 | 3-3 | 9-9 | 5-9,5 3 53 41 3 79 55 3 55 5 3 3 5 55 5
25 23 44 6 90 68 52 28 70 8,7-8 | 9-9 | 0-7 | 8-8 | 4-8 | 8-8 | 6-8 | 2-4 | 4-6 | 9-9 | 2-2 | 9-9 | 5-5 | 9-9 | 2-5,28 8 6 70 28 70 28 6 52 8 44 8 68 8 6
42 46 63 63 40 68 83 40 2 63,9-9 | 3-5 | 6-9 | 2-9 | 0-0 | 9-9 | 5-7 | 4-8 | 4-6 | 0-7 | 3-3 | 9-9 | 6-9 | 7-7 | 9-9,63 40 2 2 42 63 40 2 40 40 63 63 2 40 63
57 30 25 29 18 91 28 31 23 92,2-3 | 6-9 | 1-7 | 9-9 | 4-7 | 4-8 | 9-9 | 4-8 | 6-9 | 4-9 | 4-4 | 8-9 | 6-7 | 8-9 | 0-3,25 23 18 92 18 18 92 18 23 18 18 23 28 23 25
89 65 81 37 54 13 8 89 42 66,4-7 | 5-6 | 4-8 | 4-4 | 3-3 | 8-9 | 8-9 | 8-9 | 6-7 | 6-9 | 3-8 | 2-5 | 8-9 | 0-4 | 9-9,8 8 8 54 37 42 42 42 8 8 8 13 42 37 66
1 93 74 44 66 71 74 18 7 91,3-8 | 4-5 | 1-4 | 4-7 | 7-7 | 2-3 | 7-7 | 7-7 | 6-6 | 8-8 | 1-3 | 5-7 | 6-9 | 6-7 | 7-9,7 66 44 18 18 44 18 18 74 7 44 18 7 18 7
22 54 66 85 52 66 95 33 59 69,9-9 | 6-8 | 9-9 | 1-7 | 7-9 | 8-8 | 3-6 | 6-6 | 3-3 | 7-8 | 9-9 | 7-7 | 9-9 | 9-9 | 7-9,69 33 69 33 33 59 52 95 85 33 69 33 69 69 33
93 79 86 3 98 51 80 9 9 63,1-7 | 7-9 | 3-4 | 9-9 | 9-9 | 9-9 | 7-8 | 1-6 | 1-9 | 4-7 | 2-2 | 7-7 | 1-9 | 2-6 | 3-8,3 9 3 63 63 63 9 3 3 9 86 9 3 3 3
86 61 5 49 39 86 26 16 71 28,2-9 | 2-8 | 3-9 | 0-7 | 2-4 | 7-9 | 7-8 | 0-9 | 0-6 | 1-5 | 8-8 | 7-8 | 3-4 | 4-9 | 8-9,5 5 16 5 5 16 16 5 5 5 71 16 39 16 28
33 92 24 87 66 99 85 37 46 35,7-8 | 3-7 | 1-5 | 3-9 | 0-7 | 0-8 | 0-0 | 7-8 | 4-5 | 8-8 | 9-9 | 5-5 | 9-9 | 8-9 | 9-9,37 37 24 35 24 24 33 37 66 46 35 99 35 35 35
2 43 35 69 100 73 95 38 18 91,4-7 | 6-8 | 3-7 | 1-3 | 5-5 | 6-6 | 4-7 | 7-9 | 8-9 | 1-7 | 3-8 | 5-6 | 0-4 | 2-3 | 9-9,38 18 38 35 73 95 38 18 18 35 18 73 2 35 91
30 97 2 8 45 70 6 79 40 48,8-8 | 2-4 | 1-7 | 8-9 | 5-8 | 7-9 | 7-7 | 9-9 | 5-5 | 1-3 | 1-5 | 0-9 | 1-4 | 2-6 | 3-9,40 2 2 40 6 40 79 48 70 2 2 2 2 2 6
9 59 9 85 28 14 41 46 28 19,5-9 | 8-8 | 1-3 | 9-9 | 7-7 | 3-8 | 9-9 | 7-8 | 1-5 | 1-7 | 4-5 | 8-8 | 0-7 | 0-1 | 8-8,14 28 9 19 46 14 19 28 9 9 14 28 9 9 28
14 58 61 32 89 51 29 57 96 29,8-9 | 4-8 | 0-7 | 0-0 | 8-8 | 6-8 | 8-8 | 0-1 | 3-8 | 0-9 | 3-3 | 2-9 | 6-9 | 3-7 | 2-3,29 29 14 14 96 29 96 14 29 14 32 29 29 29 32
97 96 9 80 53 31 41 38 49 75,5-9 | 0-9 | 5-9 | 8-9 | 2-3 | 9-9 | 0-8 | 2-3 | 8-9 | 8-9 | 7-7 | 5-9 | 3-7 | 5-6 | 9-9,31 9 31 49 9 75 9 9 49 49 38 31 31 31 75
32 54 23 10 98 76 60 92 52 20,5-8 | 9-9 | 9-9 | 7-7 | 5-5 | 9-9 | 1-3 | 2-9 | 4-7 | 0-1 | 0-9 | 4-8 | 3-8 | 1-5 | 7-9,52 20 20 92 76 20 10 10 60 32 10 52 10 10 20
10 27 46 54 24 95 33 65 39 33,7-8 | 4-7 | 2-2 | 2-4 | 3-4 | 9-9 | 7-8 | 1-1 | 0-4 | 8-8 | 0-7 | 3-6 | 8-8 | 9-9 | 8-9,39 24 46 24 24 33 39 27 10 39 10 24 39 33 33
95 4 43 25 76 2 21 6 21 56,6-8 | 5-7 | 7-8 | 8-9 | 9-9 | 1-5 | 1-5 | 8-9 | 0-0 | 8-9 | 8-9 | 6-9 | 6-6 | 4-6 | 5-5,6 2 6 21 56 2 2 21 95 21 21 6 21 2 2
59 97 33 8 5 99 21 71 95 35,3-8 | 8-8 | 5-6 | 4-4 | 7-7 | 5-8 | 5-9 | 3-7 | 5-7 | 7-9 | 0-4 | 1-7 | 1-1 | 4-5 | 4-6,5 95 21 5 71 21 21 5 21 35 5 5 97 5 5
62 87 95 31 88 47 82 36 64 90,7-7 | 6-8 | 2-4 | 4-7 | 9-9 | 2-4 | 3-8 | 3-7 | 4-9 | 9-9 | 8-8 | 0-1 | 6-8 | 5-7 | 3-4,36 36 31 36 90 31 31 31 36 90 64 62 36 36 31
11 43 43 76 67 51 12 35 32 61,5-8 | 5-6 | 5-6 | 1-1 | 8-8 | 5-7 | 4-7 | 8-8 | 1-8 | 2-9 | 0-4 | 8-9 | 3-6 | 6-7 | 6-6,12 12 12 43 32 12 12 32 12 12 11 32 12 12 12
32 72 81 44 97 83 9 39 12 43,3-5 | 8-9 | 2-6 | 1-2 | 7-8 | 7-8 | 5-7 | 4-7 | 4-4 | 3-5 | 7-8 | 9-9 | 2-9 | 5-5 | 0-7,44 12 9 72 12 12 9 9 97 44 12 43 9 83 9
74 37 3 38 39 69 1 16 95 22,4-8 | 1-5 | 9-9 | 3-8 | 1-2 | 7-9 | 0-8 | 4-6 | 6-7 | 0-3 | 6-6 | 0-4 | 7-7 | 2-3 | 7-9,1 3 22 1 3 16 1 1 1 3 1 3 16 3 16
55 83 36 61 22 33 89 78 76 3,7-8 | 4-8 | 0-2 | 9-9 | 2-7 | 7-9 | 8-9 | 8-9 | 4-9 | 5-5 | 7-7 | 1-4 | 8-8 | 6-8 | 0-2,76 22 36 3 22 3 3 3 3 33 78 22 76 76 36
97 72 22 62 94 61 17 62 11 94,4-5 | 2-6 | 5-7 | 8-8 | 1-6 | 8-8 | 4-8 | 1-3 | 7-8 | 8-8 | 7-8 | 8-8 | 2-3 | 2-9 | 7-7,61 17 17 11 17 11 11 22 11 11 11 11 22 11 62
48 27 6 55 3 4 53 91 16 17,6-9 | 2-7 | 4-8 | 8-9 | 8-8 | 5-7 | 5-5 | 0-7 | 6-8 | 2-6 | 4-9 | 3-6 | 4-9 | 9-9 | 4-6,16 3 3 16 16 4 4 3 16 3 3 3 3 17 3
100 86 60 10 87 32 21 87 12 37,6-7 | 2-7 | 3-9 | 6-8 | 1-6 | 8-9 | 6-6 | 7-9 | 5-5 | 2-7 | 8-9 | 3-7 | 3-5 | 9-9 | 0-1,21 10 10 12 10 12 21 12 32 10 12 10 10 37 86
71 31 60 36 63 62 44 62 67 86,4-9 | 4-9 | 4-9 | 7-8 | 5-9 | 8-9 | 5-9 | 4-8 | 0-0 | 8-8 | 0-9 | 4-4 | 4-7 | 3-5 | 2-8,44 44 44 62 44 67 44 44 71 67 31 63 44 36 36
72 99 6 41 94 3 36 54 19 70,3-8 | 9-9 | 1-1 | 7-8 | 5-6 | 9-9 | 1-5 | 3-4 | 3-5 | 4-4 | 0-2 | 8-8 | 4-6 | 0-0 | 8-8,3 70 99 19 3 70 3 41 3 94 6 19 3 72 19
11 38 52 92 25 2 67 25 51 16,3-3 | 0-4 | 7-8 | 9-9 | 7-8 | 1-3 | 9-9 | 2-4 | 9-9 | 7-8 | 6-7 | 4-8 | 3-5 | 3-3 | 8-9,92 11 25 16 25 38 16 25 16 25 25 2 2 92 16
46 23 44 23 75 57 16 28 54 70,6-8 | 2-7 | 6-9 | 3-4 | 7-7 | 1-3 | 2-8 | 5-9 | 1-5 | 5-9 | 5-6 | 2-4 | 4-5 | 0-7 | 4-7,16 16 16 23 28 23 16 16 23 16 16 23 57 16 16
83 99 28 6 79 60 26 28 24 39,9-9 | 6-7 | 0-1 | 5-8 | 5-8 | 4-4 | 9-9 | 8-9 | 2-7 | 7-7 | 1-8 | 7-9 | 9-9 | 0-0 | 9-9,39 26 83 24 24 79 39 24 6 28 6 24 39 83 39
26 63 10 5 27 95 21 46 13 4,6-8 | 1-7 | 6-8 | 9-9 | 7-7 | 5-6 | 6-7 | 1-7 | 1-8 | 3-5 | 1-4 | 1-5 | 3-6 | 1-9 | 5-6,13 5 13 4 46 21 21 5 5 5 5 5 5 4 21
74 40 36 7 73 23 35 79 26 38,1-8 | 1-5 | 0-6 | 3-4 | 4-4 | 7-9 | 1-9 | 0-9 | 4-6 | 4-8 | 8-8 | 6-8 | 3-7 | 8-8 | 5-8,7 7 7 7 73 26 7 7 23 23 26 26 7 26 23
44 1 27 33 79 55 95 57 49 92,8-8 | 6-8 | 4-6 | 6-6 | 3-7 | 3-9 | 3-5 | 0-7 | 0-6 | 5-8 | 2-4 | 4-5 | 6-8 | 3-4 | 6-8,49 49 55 95 33 33 33 1 1 49 27 55 49 33 49
33 52 25 22 88 80 70 89 35 74,3-4 | 0-6 | 6-7 | 2-6 | 6-7 | 4-6 | 2-8 | 6-6 | 0-1 | 8-9 | 3-9 | 8-9 | 1-4 | 7-9 | 5-5,22 22 70 22 70 70 22 70 33 35 22 35 22 35 80
67 83 89 50 45 43 6 26 82 42,7-8 | 2-6 | 6-7 | 0-8 | 5-8 | 5-5 | 3-9 | 7-7 | 2-8 | 3-3 | 2-5 | 0-4 | 2-3 | 3-5 | 1-2,26 6 6 6 6 43 6 26 6 50 43 45 50 43 83
34 61 22 22 89 4 62 57 51 87,1-6 | 5-6 | 4-6 | 4-7 | 6-7 | 2-9 | 4-6 | 3-8 | 0-6 | 9-9 | 7-9 | 6-9 | 7-9 | 4-7 | 2-8,4 4 4 4 57 4 4 4 4 87 51 51 51 4 4
39 14 2 42 39 66 71 84 25 76,5-9 | 7-9 | 4-8 | 3-5 | 6-8 | 5-5 | 0-0 | 8-8 | 1-3 | 3-4 | 4-7 | 9-9 | 8-9 | 1-3 | 2-4,25 25 25 39 25 66 39 25 2 39 39 76 25 2 2
90 92 42 20 38 92 14 92 74 1,2-7 | 4-4 | 2-9 | 5-7 | 7-7 | 0-9 | 3-9 | 7-9 | 9-9 | 9-9 | 8-8 | 2-9 | 2-5 | 7-9 | 6-9,14 38 1 14 92 1 1 1 1 1 74 1 20 1 1
83 14 60 13 4 82 74 18 55 36,9-9 | 3-7 | 3-7 | 8-8 | 1-9 | 3-8 | 9-9 | 3-3 | 3-4 | 9-9 | 0-0 | 5-9 | 5-9 | 1-8 | 2-9,36 4 4 55 4 4 36 13 4 36 83 18 18 4 4
4 8 64 99 64 33 79 94 55 69,6-7 | 6-6 | 9-9 | 7-7 | 8-9 | 2-6 | 9-9 | 1-6 | 9-9 | 5-9 | 7-7 | 0-9 | 2-4 | 0-9 | 3-7,79 79 69 94 55 33 69 8 69 33 94 4 64 4 33
46 86 5 45 68 67 61 24 11 18,0-3 | 4-6 | 6-6 | 7-7 | 2-6 | 9-9 | 0-6 | 2-2 | 7-8 | 8-8 | 1-6 | 6-9 | 6-9 | 9-9 | 2-2,5 61 61 24 5 18 5 5 11 11 5 11 11 18 5
99 37 43 32 88 45 71 53 21 19,3-6 | 6-7 | 2-3 | 5-5 | 8-8 | 5-5 | 6-8 | 9-9 | 6-7 | 1-5 | 1-7 | 8-9 | 5-9 | 8-9 | 6-6,32 53 32 45 21 45 21 19 53 32 32 19 19 19 71
100 98 4 67 54 9 8 76 65 98,4-5 | 2-4 | 5-8 | 0-5 | 1-8 | 8-9 | 5-5 | 4-9 | 9-9 | 2-5 | 9-9 | 3-3 | 1-9 | 4-7 | 5-5,9 4 8 4 4 65 9 8 98 4 98 67 4 8 9
89 21 76 37 23 22 27 69 44 72,4-9 | 6-6 | 2-6 | 7-7 | 2-2 | 4-7 | 3-5 | 2-7 | 4-4 | 8-8 | 6-9 | 5-7 | 2-2 | 5-7 | 1-6,22 27 22 69 76 22 22 22 23 44 27 22 76 22 21
77 17 80 68 94 43 31 92 74 1,6-9 | 3-9 | 5-5 | 9-9 | 2-2 | 1-1 | 5-5 | 1-5 | 3-9 | 4-7 | 6-8 | 9-9 | 0-7 | 1-3 | 9-9,1 1 43 1 80 17 43 17 1 31 31 1 17 17 1
53 78 57 14 24 25 43 52 45 95,5-6 | 6-6 | 4-7 | 7-8 | 9-9 | 5-7 | 2-5 | 4-6 | 2-8 | 9-9 | 8-9 | 4-6 | 2-7 | 3-7 | 0-9,25 43 24 45 95 25 14 24 14 95 45 24 14 14 14
11 80 75 34 76 57 26 84 8 80,3-9 | 4-4 | 6-6 | 5-6 | 0-0 | 5-9 | 9-9 | 9-9 | 0-1 | 9-9 | 8-8 | 2-7 | 9-9 | 1-5 | 4-9,8 76 26 26 11 8 80 80 11 80 8 26 80 34 8
98 62 65 78 19 85 52 57 43 67,7-7 | 8-8 | 2-2 | 8-8 | 9-9 | 4-5 | 0-8 | 7-7 | 6-8 | 4-7 | 7-8 | 1-7 | 0-2 | 7-7 | 4-5,57 43 65 43 67 19 19 57 43 19 43 19 62 57 19
68 6 94 98 63 24 15 12 97 64,9-9 | 1-1 | 9-9 | 6-7 | 9-9 | 7-8 | 1-3 | 6-8 | 4-6 | 3-6 | 7-7 | 1-8 | 9-9 | 7-9 | 4-6,64 6 64 12 64 12 6 12 15 15 12 6 64 12 15
58 29 93 44 78 37 88 17 99 85,6-6 | 2-3 | 3-6 | 5-9 | 1-9 | 8-9 | 6-8 | 2-6 | 7-9 | 5-6 | 3-4 | 9-9 | 2-2 | 3-7 | 8-9,88 44 37 17 17 85 17 37 17 37 44 85 93 17 85
6 7 88 42 56 90 78 42 12 97,5-8 | 0-2 | 1-8 | 9-9 | 1-2 | 8-8 | 6-9 | 6-8 | 4-7 | 8-9 | 3-3 | 6-8 | 7-9 | 9-9 | 9-9,12 6 7 97 7 12 12 12 42 12 42 12 12 97 97
76 12 84 28 47 26 14 51 7 2,4-6 | 5-7 | 6-6 | 5-8 | 6-7 | 0-2 | 2-7 | 9-9 | 3-3 | 8-9 | 4-5 | 5-5 | 1-1 | 4-6 | 5-5,14 14 14 7 14 12 14 2 28 2 26 26 12 14 26
14 67 22 75 38 56 88 87 94 66,6-9 | 3-5 | 1-5 | 1-8 | 8-8 | 1-1 | 1-5 | 1-7 | 2-3 | 8-8 | 7-8 | 1-2 | 3-7 | 1-5 | 2-5,66 38 22 22 94 67 22 22 22 94 87 22 38 22 22
83 17 68 78 72 92 42 46 69 55,1-2 | 1-3 | 3-7 | 6-7 | 0-4 | 2-4 | 7-8 | 7-7 | 8-8 | 8-8 | 3-9 | 6-9 | 9-9 | 7-8 | 5-8,17 17 42 42 17 68 46 46 69 69 42 42 55 46 42
54 100 40 96 91 98 78 59 94 33,2-5 | 4-9 | 6-7 | 3-6 | 4-8 | 1-3 | 9-9 | 8-9 | 6-7 | 1-9 | 8-9 | 8-8 | 6-9 | 7-7 | 4-8,40 33 59 78 59 40 33 33 59 33 33 94 33 59 59
95 28 28 77 63 20 68 99 40 82,1-6 | 5-5 | 6-6 | 1-4 | 9-9 | 6-7 | 9-9 | 1-3 | 7-7 | 0-6 | 8-8 | 3-3 | 1-5 | 2-3 | 2-4,20 20 68 28 82 68 82 28 99 20 40 77 20 28 28
81 30 37 49 56 64 63 2 37 21,0-1 | 3-3 | 4-9 | 4-7 | 9-9 | 1-6 | 3-9 | 3-7 | 0-6 | 0-5 | 3-5 | 2-2 | 8-8 | 7-8 | 2-6,30 49 2 2 21 30 2 2 30 30 49 37 37 2 37
2 63 41 85 62 36 20 82 68 44,1-7 | 6-6 | 0-7 | 1-8 | 8-9 | 4-8 | 2-4 | 9-9 | 4-4 | 1-8 | 8-9 | 6-7 | 9-9 | 5-8 | 9-9,20 20 2 20 44 20 41 44 62 20 44 20 44 20 44
29 18 60 81 30 52 92 74 75 13,2-8 | 8-9 | 9-9 | 9-9 | 5-7 | 1-4 | 6-7 | 6-8 | 1-6 | 8-9 | 6-9 | 2-8 | 6-7 | 4-7 | 6-7,30 13 13 13 52 18 74 74 18 13 13 30 74 30 74
14 40 50 64 1 88 81 81 62 93,1-1 | 7-9 | 5-8 | 2-4 | 6-6 | 4-6 | 4-9 | 1-1 | 2-6 | 4-5 | 1-8 | 3-4 | 5-7 | 5-8 | 1-9,40 62 62 1 81 1 1 40 1 1 1 1 81 62 1
17 31 82 84 68 52 36 47 42 18,7-9 | 4-5 | 8-8 | 5-7 | 1-4 | 2-2 | 3-9 | 0-3 | 2-7 | 6-7 | 3-4 | 5-5 | 4-6 | 3-7 | 6-6,18 52 42 36 31 82 18 17 36 36 68 52 36 36 36
61 50 31 98 25 63 95 11 98 65,6-6 | 9-9 | 0-2 | 1-5 | 9-9 | 8-9 | 3-9 | 4-7 | 5-5 | 5-5 | 1-8 | 9-9 | 7-7 | 2-5 | 3-6,95 65 31 25 65 65 11 11 63 63 11 65 11 25 25
39 17 74 39 58 74 73 6 82 80,4-5 | 4-9 | 4-4 | 1-8 | 3-3 | 3-8 | 2-4 | 0-1 | 1-4 | 5-6 | 2-4 | 8-8 | 4-6 | 7-7 | 8-8,58 6 58 6 39 6 39 17 17 73 39 82 58 6 82
6 92 24 6 14 6 11 97 97 48,6-6 | 3-8 | 7-7 | 7-9 | 3-3 | 8-8 | 6-7 | 3-7 | 6-6 | 8-9 | 7-7 | 6-8 | 7-9 | 0-9 | 3-9,11 6 97 48 6 97 11 6 11 48 97 11 48 6 6
5 38 44 38 91 61 76 49 30 99,7-8 | 4-9 | 8-9 | 2-8 | 9-9 | 5-9 | 8-8 | 3-9 | 5-7 | 6-8 | 5-5 | 5-5 | 8-8 | 8-8 | 2-2,30 30 30 30 99 30 30 30 49 30 61 61 30 30 44
94 69 74 44 4 60 86 23 85 53,0-8 | 2-4 | 4-4 | 3-4 | 9-9 | 3-4 | 5-6 | 0-7 | 7-9 | 6-8 | 1-2 | 2-7 | 8-8 | 4-4 | 4-5,4 4 4 4 53 4 60 4 23 23 69 4 85 4 4
45 44 19 15 32 98 65 55 46 100,2-7 | 4-5 | 8-8 | 1-7 | 0-4 | 7-9 | 0-2 | 9-9 | 5-9 | 2-4 | 4-6 | 4-6 | 3-8 | 7-8 | 6-8,15 32 46 15 15 46 19 100 46 15 32 32 15 46 46
3 31 56 2 98 57 96 69 65 61,7-7 | 5-5 | 0-9 | 9-9 | 6-7 | 2-5 | 9-9 | 6-6 | 4-6 | 5-6 | 9-9 | 7-7 | 7-9 | 6-6 | 6-6,69 57 2 61 69 2 61 96 57 57 61 69 61 96 96
44 28 61 99 75 74 38 7 93 5,3-3 | 9-9 | 1-3 | 6-7 | 8-9 | 1-9 | 6-7 | 8-9 | 4-7 | 7-7 | 7-7 | 4-9 | 3-3 | 9-9 | 3-3,99 5 28 7 5 5 7 5 7 7 7 5 99 5 99
28 44 16 13 100 41 82 57 65 96,0-8 | 9-9 | 4-9 | 5-7 | 0-9 | 1-1 | 2-8 | 2-4 | 7-9 | 1-8 | 1-9 | 7-7 | 7-9 | 0-1 | 8-9,13 96 41 41 13 44 13 13 57 13 13 57 57 28 65
49 13 73 67 30 85 12 72 19 22,8-8 | 6-9 | 2-5 | 1-5 | 3-4 | 7-9 | 2-4 | 9-9 | 2-7 | 0-2 | 4-6 | 5-8 | 7-9 | 5-6 | 8-8,19 12 30 13 30 19 30 22 12 13 12 12 19 12 19
99 21 12 76 34 34 15 17 96 22,0-3 | 2-2 | 9-9 | 2-5 | 1-4 | 4-9 | 7-7 | 8-8 | 5-5 | 0-6 | 7-9 | 3-7 | 1-7 | 9-9 | 7-8,12 12 22 12 12 15 17 96 34 12 17 15 12 22 17
12 99 59 56 9 12 34 16 13 92,9-9 | 4-5 | 4-8 | 3-6 | 6-6 | 8-8 | 0-1 | 0-8 | 9-9 | 5-5 | 2-8 | 9-9 | 7-9 | 6-9 | 6-7,92 9 9 9 34 13 12 9 92 12 9 92 13 13 16
77 92 70 2 70 19 56 13 53 98,7-8 | 2-8 | 3-6 | 5-7 | 9-9 | 4-4 | 6-8 | 1-8 | 2-8 | 8-9 | 8-9 | 1-4 | 5-9 | 6-8 | 9-9,13 2 2 13 98 70 13 2 2 53 53 2 13 13 98
79 56 63 99 45 4 72 75 3 97,1-3 | 5-6 | 8-8 | 0-2 | 2-9 | 9-9 | 5-6 | 1-5 | 1-4 | 4-7 | 1-2 | 3-6 | 1-4 | 4-6 | 3-4,56 4 3 56 3 97 4 4 45 4 56 4 45 4 45
55 94 24 100 68 48 8 26 19 99,4-4 | 1-1 | 4-7 | 3-6 | 0-3 | 7-8 | 7-7 | 7-9 | 6-9 | 8-9 | 1-3 | 5-7 | 8-9 | 2-2 | 0-8,68 94 8 8 24 19 26 19 8 19 24 8 19 24 8
51 72 54 10 29 60 20 93 24 15,8-8 | 8-8 | 4-8 | 8-9 | 7-8 | 4-6 | 5-7 | 8-8 | 3-5 | 5-8 | 0-9 | 5-5 | 2-6 | 7-9 | 9-9,24 24 20 15 24 20 20 24 10 20 10 60 10 15 15
59 95 1 21 1 74 57 91 7 72,6-6 | 5-5 | 2-5 | 4-8 | 4-6 | 3-3 | 4-4 | 1-1 | 9-9 | 6-9 | 5-6 | 0-1 | 5-9 | 7-7 | 8-9,57 74 1 1 1 21 1 95 72 7 57 59 7 91 7
95 60 14 72 94 81 21 9 38 74,6-9 | 2-6 | 3-9 | 1-4 | 7-9 | 6-8 | 6-6 | 2-7 | 4-8 | 7-8 | 2-3 | 8-8 | 6-6 | 4-8 | 1-2,9 14 9 14 9 9 21 9 9 9 14 38 21 9 14
82 54 69 52 27 85 16 50 76 7,9-9 | 0-1 | 7-7 | 2-4 | 5-8 | 4-5 | 2-4 | 6-7 | 3-3 | 4-8 | 0-0 | 7-7 | 2-3 | 6-6 | 6-8,7 54 50 27 16 27 27 16 52 16 82 50 52 16 16
46 40 21 93 81 82 34 17 65 87,5-8 | 6-8 | 9-9 | 4-4 | 6-8 | 4-8 | 5-6 | 5-6 | 4-7 | 0-4 | 0-8 | 4-8 | 1-8 | 5-9 | 3-4,17 17 87 81 17 17 34 34 17 21 17 17 17 17 81
17 76 62 2 49 100 88 10 61 7,1-8 | 1-4 | 5-6 | 9-9 | 9-9 | 6-6 | 4-9 | 8-9 | 1-8 | 9-9 | 3-4 | 3-8 | 6-8 | 7-7 | 4-9,2 2 88 7 7 88 7 7 2 7 2 2 10 10 7
48 14 29 53 98 42 42 2 67 68,7-7 | 8-8 | 3-8 | 8-8 | 9-9 | 6-6 | 4-5 | 1-1 | 8-8 | 2-9 | 4-6 | 0-8 | 9-9 | 0-0 | 9-9,2 67 2 67 68 42 42 14 67 2 42 2 68 48 68
61 71 48 82 6 20 76 85 54 96,3-7 | 3-3 | 0-8 | 7-9 | 0-8 | 9-9 | 5-5 | 9-9 | 2-8 | 0-2 | 8-9 | 1-3 | 5-7 | 6-8 | 1-3,6 82 6 54 6 96 20 96 6 48 54 48 20 54 48
69 38 33 95 82 40 12 70 68 48,6-7 | 7-7 | 0-5 | 7-9 | 6-9 | 3-6 | 2-2 | 9-9 | 0-7 | 5-6 | 7-7 | 1-6 | 3-4 | 5-7 | 7-9,12 70 33 48 12 12 33 48 12 12 70 12 82 12 48
2 18 16 38 38 82 91 65 49 6,6-8 | 3-7 | 3-9 | 7-7 | 3-9 | 2-7 | 4-7 | 3-9 | 6-7 | 7-8 | 8-9 | 2-2 | 4-4 | 1-2 | 9-9,49 38 6 65 6 16 38 6 65 49 6 16 38 16 6
22 49 92 7 33 26 6 74 43 89,9-9 | 3-7 | 7-9 | 3-9 | 3-6 | 4-7 | 3-5 | 4-9 | 2-9 | 9-9 | 4-8 | 6-8 | 7-8 | 4-9 | 0-9,89 6 43 6 6 6 7 6 6 89 6 6 43 6 6
9 54 29 52 98 23 15 93 21 94,9-9 | 0-6 | 9-9 | 9-9 | 6-8 | 2-8 | 3-8 | 8-9 | 1-7 | 5-5 | 8-8 | 6-6 | 7-9 | 0-3 | 9-9,94 9 94 94 15 15 15 21 15 23 21 15 21 9 94
97 9 82 69 34 2 23 79 51 58,8-9 | 8-9 | 3-5 | 6-6 | 8-9 | 2-2 | 5-7 | 5-6 | 7-7 | 3-4 | 2-6 | 1-5 | 7-7 | 9-9 | 6-8,51 51 2 23 51 82 2 2 79 34 2 2 79 58 23
91 42 91 42 96 37 73 54 70 55,4-5 | 1-7 | 7-7 | 7-9 | 0-2 | 0-6 | 1-1 | 8-8 | 2-5 | 2-5 | 5-6 | 0-1 | 6-6 | 6-7 | 0-8,37 37 54 54 42 37 42 70 37 37 37 42 73 54 37
37 57 47 89 55 50 74 86 12 41,3-9 | 8-9 | 0-8 | 2-8 | 2-5 | 3-6 | 4-5 | 0-8 | 2-6 | 7-8 | 6-9 | 5-6 | 9-9 | 8-9 | 6-8,12 12 12 12 47 50 50 12 47 12 12 50 41 12 12
99 28 65 42 24 42 78 8 55 98,4-7 | 9-9 | 9-9 | 2-3 | 5-8 | 9-9 | 5-8 | 6-9 | 8-9 | 3-5 | 2-7 | 6-7 | 7-7 | 5-9 | 7-8,8 98 98 42 8 98 8 8 55 24 8 8 8 8 8
