initial_array,operations,results
16 98 34 27 7 58 26 59 98 14,update-6-14 | update-7-68 | update-2-66 | update-9-48 | update-9-80 | update-2-18 | query-6-10 | query-3-7 | query-3-9 | update-6-77 | update-6-61 | update-10-85 | query-4-8 | update-9-51 | update-7-64,None None None None None None 465 234 519 None None None 397 None None
41 70 99 86 74 30 16 94 74 71,update-3-72 | query-1-9 | update-6-30 | query-4-10 | query-8-10 | update-6-52 | query-10-10 | update-5-56 | query-5-6 | query-7-9 | query-1-6 | update-9-53 | query-5-9 | query-8-8 | update-1-10,None 656 None 475 239 None 71 None 242 184 610 None 479 94 None
11 33 97 39 40 55 4 17 44 64,update-7-57 | update-1-91 | query-9-9 | update-3-97 | update-9-90 | update-3-85 | update-6-50 | query-8-8 | update-3-27 | query-2-8 | query-2-10 | query-10-10 | update-6-76 | query-4-6 | update-3-13,None None 44 None None None None 17 None 601 799 64 None 260 None
15 14 27 52 24 84 73 17 44 24,query-4-7 | update-5-15 | update-4-39 | update-1-26 | query-6-9 | query-5-8 | query-5-10 | query-9-9 | update-10-52 | update-10-63 | update-5-80 | update-4-2 | update-9-56 | query-6-10 | query-1-7,233 None None None 218 213 281 44 None None None None None 413 451
88 17 79 19 46 30 24 69 98 69,update-5-12 | query-10-10 | query-5-5 | update-5-21 | update-5-3 | update-9-27 | update-4-45 | query-1-1 | query-5-10 | update-10-96 | update-4-21 | update-9-25 | query-8-8 | update-10-45 | update-4-30,None 69 58 None None None None 88 399 None None None 69 None None
61 57 31 63 19 68 7 30 4 97,update-5-94 | query-5-7 | update-5-87 | update-2-3 | query-3-3 | update-9-31 | update-5-22 | query-9-9 | update-2-88 | query-9-10 | query-4-9 | update-10-82 | query-4-7 | query-1-1 | query-5-10,None 188 None None 31 None None 35 None 132 425 None 360 61 541
50 7 17 72 73 73 29 85 72 16,query-6-6 | query-3-4 | query-1-1 | query-1-1 | query-1-2 | update-9-18 | query-3-7 | query-5-9 | query-4-6 | update-10-42 | update-5-70 | query-10-10 | query-7-7 | query-4-9 | query-3-6,73 89 50 50 57 None 264 350 218 None None 58 29 492 305
89 78 69 40 9 26 23 41 22 78,update-8-68 | query-5-9 | query-3-7 | query-7-8 | query-1-2 | update-2-26 | query-6-7 | query-7-9 | update-9-72 | update-6-43 | query-6-10 | query-6-10 | update-3-78 | update-7-45 | query-6-7,None 189 167 132 167 None 49 154 None None 373 373 None None 137
51 25 79 50 6 7 7 56 39 67,update-8-72 | query-2-2 | query-2-2 | query-1-8 | query-4-6 | query-3-9 | query-2-7 | query-10-10 | update-6-74 | update-3-82 | update-8-34 | query-8-10 | query-6-7 | query-8-10 | update-8-86,None 25 25 353 63 316 174 67 None None None 268 88 268 None
37 57 56 21 28 1 55 47 75 44,update-9-23 | update-2-28 | query-6-8 | query-3-6 | query-6-10 | query-6-9 | update-8-53 | query-6-9 | update-5-88 | update-3-60 | query-1-5 | query-1-9 | query-6-6 | update-9-59 | query-4-9,None None 103 106 245 201 None 254 None None 375 629 1 None 450
5 12 11 23 94 8 92 45 12 53,update-7-16 | query-3-6 | update-6-15 | query-9-10 | update-2-11 | update-10-37 | update-4-36 | query-3-7 | query-7-7 | query-4-7 | query-9-9 | query-3-6 | update-2-16 | query-10-10 | update-9-29,None 136 None 65 None None None 295 108 284 12 187 None 90 None
46 22 74 19 92 82 90 52 36 77,query-3-8 | query-6-10 | update-3-2 | update-1-90 | update-6-26 | update-1-26 | query-5-5 | update-8-99 | query-4-6 | update-4-92 | update-6-96 | update-7-95 | update-2-56 | update-3-33 | update-2-50,409 337 None None None None 92 None 219 None None None None None None
90 19 21 98 68 66 87 78 32 38,update-9-3 | query-6-9 | update-9-65 | query-10-10 | update-8-52 | query-8-10 | query-3-7 | update-3-78 | query-3-3 | update-8-10 | query-9-10 | update-7-68 | update-3-4 | update-5-14 | update-10-16,None 266 None 38 None 268 340 None 99 None 138 None None None None
79 87 40 82 38 16 45 63 12 92,query-2-3 | update-10-90 | update-3-30 | update-8-17 | update-6-51 | query-8-8 | query-7-8 | update-10-60 | update-1-69 | update-9-92 | update-5-46 | query-5-10 | update-4-40 | query-2-4 | update-5-51,127 None None None None 80 125 None None None None 622 None 279 None
16 81 97 47 86 91 97 78 89 83,query-4-5 | update-2-51 | query-8-10 | update-6-30 | query-1-1 | update-1-49 | query-6-7 | query-3-3 | update-4-53 | update-6-47 | query-9-10 | update-8-21 | query-2-9 | query-1-7 | query-4-7,133 None 250 None 16 None 218 97 None None 172 None 868 745 451
15 26 3 31 79 38 82 76 100 94,update-6-87 | update-8-86 | query-9-10 | query-5-9 | update-6-45 | update-3-12 | update-9-90 | query-5-5 | query-6-6 | query-7-9 | update-8-98 | query-2-8 | query-1-5 | update-4-89 | update-4-72,None None 194 548 None None None 79 170 434 None 663 166 None None
76 61 73 96 45 28 57 46 39 18,query-4-4 | query-7-8 | update-3-35 | update-4-98 | update-9-77 | update-1-28 | query-3-4 | query-1-3 | query-5-8 | query-7-10 | query-3-5 | query-10-10 | query-6-8 | query-2-9 | update-10-25,96 103 None None None None 302 273 176 237 347 18 131 655 None
77 81 10 85 46 54 39 45 1 62,update-8-37 | update-9-90 | query-7-10 | update-1-87 | query-1-10 | query-6-9 | update-3-91 | update-4-7 | query-2-6 | update-6-33 | query-4-4 | query-5-6 | update-4-48 | query-5-9 | query-5-6,None None 274 None 714 266 None None 374 None 92 133 None 345 133
66 11 51 9 58 71 13 91 24 91,update-5-83 | query-6-9 | query-2-2 | update-4-75 | update-4-80 | update-7-22 | query-9-10 | update-9-62 | update-9-4 | query-8-10 | query-6-9 | update-10-95 | update-5-76 | update-3-86 | query-3-8,None 199 11 None None None 115 None None 272 287 None None None 715
95 10 17 13 63 85 73 9 80 12,query-9-9 | query-7-8 | update-4-21 | query-2-8 | query-8-10 | update-2-90 | update-2-39 | query-9-9 | query-2-2 | update-2-11 | query-7-7 | update-9-67 | query-5-8 | update-7-34 | query-10-10,80 82 None 291 101 None None 80 139 None 73 None 230 None 12
24 39 93 92 4 69 80 84 2 75,update-5-80 | query-2-9 | update-2-11 | query-10-10 | update-10-27 | update-10-22 | update-7-21 | query-10-10 | query-3-8 | query-6-8 | query-3-8 | query-9-10 | update-3-98 | update-2-62 | update-4-74,None 543 None 75 None None None 124 523 254 523 126 None None None
77 4 1 82 80 5 61 99 12 2,update-9-86 | update-5-55 | update-7-3 | query-6-6 | query-8-9 | update-8-6 | query-4-4 | update-3-40 | update-4-16 | query-6-10 | update-1-4 | query-5-5 | update-6-30 | query-5-10 | update-5-96,None None None 5 197 None 82 None None 274 None 135 None 439 None
37 49 10 53 20 63 36 44 83 3,update-3-81 | query-9-10 | query-7-7 | update-6-65 | query-2-9 | query-6-6 | update-2-67 | query-2-8 | update-7-26 | update-7-30 | query-2-10 | update-4-99 | query-8-10 | query-1-7 | query-5-10,None 86 36 None 504 128 None 488 None None 630 None 130 636 370
72 60 86 78 64 10 72 59 76 26,update-6-23 | query-2-4 | query-1-7 | query-4-7 | update-4-6 | update-5-24 | update-6-70 | query-1-7 | query-2-3 | update-7-57 | query-4-8 | query-9-9 | query-5-10 | update-7-70 | update-1-93,None 224 465 247 None None None 565 146 None 463 76 481 None None
55 89 38 1 86 90 62 67 13 46,query-7-10 | update-6-96 | update-4-44 | query-6-10 | update-4-80 | update-9-33 | query-10-10 | update-5-31 | query-9-10 | update-8-97 | query-7-9 | update-1-89 | update-7-11 | query-2-5 | update-7-41,188 None None 374 None None 46 None 92 None 272 None None 369 None
46 45 44 97 47 42 17 44 42 7,query-1-6 | query-8-9 | query-6-9 | query-2-3 | update-3-19 | update-10-33 | update-10-65 | update-6-51 | update-8-62 | query-6-6 | update-6-98 | query-7-10 | query-10-10 | update-4-59 | update-4-70,321 86 145 89 None None None None None 93 None 270 105 None None
11 31 46 13 47 92 39 43 91 53,query-2-10 | query-9-9 | update-9-35 | query-4-8 | query-6-10 | update-2-69 | update-2-39 | update-7-33 | query-9-9 | update-9-16 | query-9-9 | query-6-10 | update-2-18 | query-5-8 | update-4-48,455 91 None 234 353 None None None 126 None 142 402 None 254 None
37 85 33 92 72 15 5 44 70 89,update-7-35 | update-3-21 | query-7-9 | update-6-51 | query-4-7 | update-2-12 | update-1-54 | update-4-49 | update-3-77 | update-8-90 | update-5-66 | query-8-10 | query-1-5 | query-8-8 | update-4-17,None None 154 None 270 None None None None None None 293 598 134 None
32 81 95 11 7 39 19 61 11 60,update-5-60 | query-6-8 | query-6-6 | update-8-40 | update-3-46 | update-4-85 | query-4-7 | update-10-26 | update-6-27 | query-4-10 | query-2-2 | query-5-6 | query-1-6 | update-1-80 | query-1-3,None 119 39 None None None 221 None None 446 81 133 483 None 334
15 1 61 11 82 24 99 83 53 38,update-5-2 | query-7-10 | update-9-25 | update-9-89 | query-5-9 | update-2-12 | update-4-51 | query-5-8 | query-5-5 | query-1-10 | update-6-37 | query-8-8 | update-4-38 | query-5-8 | query-7-10,None 273 None None 457 None None 290 84 646 None 83 None 327 387
86 4 35 98 62 91 26 29 60 30,query-4-6 | query-6-8 | query-6-7 | update-2-31 | update-6-72 | update-9-43 | update-3-56 | query-3-6 | update-3-79 | update-10-40 | query-10-10 | query-3-6 | query-7-8 | query-1-6 | update-2-75,251 146 117 None None None None 414 None None 70 493 55 614 None
1 58 7 57 38 3 75 72 25 33,update-4-91 | update-3-85 | update-8-88 | update-4-13 | update-8-71 | query-6-7 | update-4-45 | query-2-3 | update-5-83 | update-10-81 | query-5-5 | query-6-9 | update-9-5 | query-3-3 | query-1-3,None None None None None 78 None 150 None None 121 334 None 92 151
56 46 55 20 56 30 13 93 61 75,query-4-10 | update-4-28 | query-4-4 | update-1-12 | update-10-1 | update-4-90 | query-6-7 | update-6-62 | update-10-18 | query-6-10 | query-9-10 | query-2-9 | query-9-10 | query-3-5 | query-5-8,348 None 48 None None None 43 None None 353 155 554 155 249 254
81 40 90 43 69 60 65 31 7 98,query-3-10 | query-9-9 | query-2-9 | query-3-3 | query-8-10 | query-8-9 | update-2-27 | update-5-97 | update-7-89 | query-5-7 | update-10-49 | query-1-9 | update-2-83 | query-1-6 | query-10-10,463 7 405 90 136 38 None None None 380 None 699 None 590 147
27 75 98 9 33 68 44 61 56 8,update-9-47 | query-1-10 | query-4-7 | query-4-8 | update-8-38 | update-6-50 | query-6-9 | update-7-10 | query-1-6 | update-1-52 | query-4-10 | query-2-10 | update-3-81 | update-1-18 | query-3-8,None 526 154 215 None None 364 None 360 None 424 597 None None 492
34 1 92 82 34 67 36 50 36 85,update-8-58 | update-2-60 | query-2-6 | query-2-4 | update-10-36 | query-8-8 | query-4-9 | query-2-8 | query-5-7 | query-8-8 | query-2-3 | query-10-10 | query-6-6 | update-9-94 | update-3-91,None None 336 235 None 108 363 480 137 108 153 121 67 None None
79 83 26 11 54 76 13 61 30 84,update-3-63 | query-6-7 | query-3-4 | query-1-9 | query-8-9 | query-2-5 | update-1-32 | update-6-35 | update-10-72 | update-1-4 | query-5-5 | query-2-8 | query-5-9 | update-1-22 | query-5-10,None 89 100 496 91 237 None None None None 54 422 269 None 425
75 38 70 10 81 42 7 38 28 12,update-6-96 | query-7-10 | update-4-12 | update-9-96 | update-1-25 | query-3-7 | update-6-4 | update-7-77 | query-4-5 | query-9-9 | query-2-5 | query-5-8 | query-1-10 | update-8-21 | query-8-10,None 85 None None None 318 None None 103 124 211 345 711 None 195
51 64 58 88 48 13 37 6 94 80,query-10-10 | update-8-88 | update-8-45 | query-10-10 | update-10-8 | query-1-9 | update-6-42 | update-2-53 | query-4-7 | update-9-100 | update-9-58 | update-3-9 | update-10-16 | query-7-9 | update-7-37,80 None None 80 None 592 None None 228 None None None None 428 None
5 17 68 25 81 84 45 96 53 94,query-6-6 | update-1-1 | query-10-10 | update-7-20 | update-8-64 | query-3-3 | query-6-8 | update-1-19 | query-6-6 | update-8-46 | query-4-4 | query-10-10 | query-8-10 | update-8-75 | update-2-32,84 None 94 None None 68 309 None 84 None 25 94 353 None None
73 20 99 92 97 53 50 94 90 60,update-7-13 | update-6-7 | update-8-13 | query-1-10 | update-6-33 | query-1-10 | query-5-9 | query-1-7 | query-10-10 | update-8-26 | update-10-38 | query-4-4 | query-6-8 | query-2-9 | update-3-1,None None None 761 None 794 450 537 60 None None 92 289 687 None
80 88 38 42 89 12 97 37 19 82,query-7-10 | query-10-10 | update-6-95 | update-9-44 | update-4-54 | query-4-10 | query-5-7 | update-3-36 | update-7-10 | update-2-13 | update-9-53 | update-4-3 | query-4-9 | query-4-7 | query-1-2,235 82 None None None 571 293 None None None None None 555 402 181
76 98 61 74 16 42 23 98 11 30,query-5-9 | update-8-14 | update-5-88 | update-5-43 | update-1-29 | query-2-6 | query-6-10 | update-7-78 | query-10-10 | update-3-33 | update-10-17 | update-1-5 | query-8-10 | query-7-7 | query-1-6,190 None None None None 422 218 None 30 None None None 170 101 565
39 46 61 95 36 15 74 15 48 3,query-9-9 | update-4-28 | update-4-26 | update-10-60 | update-9-47 | query-7-9 | update-5-90 | update-10-7 | update-3-18 | update-9-46 | query-4-5 | update-1-78 | query-8-10 | query-8-10 | update-10-65,48 None None None None 184 None None None None 275 None 226 226 None
20 14 16 32 88 22 41 44 37 95,update-10-64 | update-1-23 | update-5-67 | query-1-10 | query-1-5 | update-6-21 | query-1-5 | update-10-35 | update-8-4 | update-2-12 | query-5-5 | query-3-5 | query-3-3 | update-1-51 | query-5-6,None None None 563 260 None 260 None None None 155 203 16 None 198
6 39 55 7 7 47 90 28 24 16,update-2-71 | update-8-82 | query-10-10 | query-1-8 | query-2-7 | query-6-9 | query-9-10 | query-5-9 | query-7-9 | query-5-7 | update-5-79 | query-1-6 | update-7-45 | update-5-78 | update-10-19,None None 16 432 316 271 40 278 224 144 None 311 None None None
24 64 28 92 4 1 41 92 22 66,query-4-4 | update-7-80 | query-9-10 | query-3-5 | update-7-38 | query-10-10 | update-1-32 | update-8-90 | update-1-64 | update-3-19 | update-8-14 | update-6-98 | update-7-5 | update-9-92 | update-7-76,92 None 88 124 None 66 None None None None None None None None None
96 56 5 2 87 46 8 10 5 22,update-2-30 | query-3-7 | update-6-50 | update-1-37 | query-10-10 | update-8-37 | update-7-80 | update-10-78 | update-5-65 | query-3-9 | update-7-84 | query-8-10 | query-7-10 | update-1-87 | update-5-18,None 148 None None 22 None None None None 395 None 152 324 None None
21 25 58 6 94 75 53 95 38 43,query-9-9 | update-9-89 | update-8-46 | query-1-6 | update-6-11 | query-4-5 | query-10-10 | query-8-9 | update-5-39 | update-3-59 | query-2-5 | query-2-3 | query-10-10 | query-3-5 | update-7-4,38 None None 279 None 100 43 268 None None 281 142 43 256 None
76 26 24 48 70 84 81 80 99 61,update-5-32 | query-2-9 | query-5-9 | update-2-66 | update-5-54 | query-10-10 | query-6-9 | update-2-32 | update-2-20 | update-6-4 | query-10-10 | update-9-81 | query-3-5 | update-4-43 | update-1-59,None 544 446 None None 61 344 None None None 61 None 228 None None
16 67 100 2 15 27 14 33 44 2,query-5-9 | update-2-20 | update-8-60 | update-3-78 | update-4-23 | query-2-10 | query-7-7 | query-1-7 | update-6-80 | query-8-8 | query-9-9 | update-6-14 | query-10-10 | query-2-7 | update-3-58,133 None None None None 485 14 362 None 93 44 None 2 440 None
43 12 62 4 13 57 74 98 59 96,update-7-61 | query-9-10 | update-9-93 | update-7-47 | update-10-76 | update-3-20 | query-1-5 | update-1-82 | query-5-8 | query-2-4 | update-8-8 | update-1-98 | update-4-15 | update-7-63 | update-6-76,None 155 None None None None 154 None 350 98 None None None None None
58 90 43 12 60 35 62 10 37 55,update-8-94 | query-9-9 | update-9-21 | update-9-42 | update-6-92 | update-2-39 | update-8-65 | query-4-10 | update-9-92 | update-3-24 | update-9-78 | query-3-5 | update-3-57 | update-3-10 | update-8-96,None 37 None None None None None 585 None None None 139 None None None
43 1 26 98 66 95 46 50 95 81,query-7-9 | query-10-10 | query-4-8 | update-5-5 | query-8-10 | query-3-4 | query-7-8 | query-2-3 | query-7-10 | query-5-6 | update-6-85 | query-2-5 | query-2-8 | query-1-3 | query-6-8,191 81 355 None 226 124 96 27 272 166 None 196 472 70 276
68 90 99 22 19 35 12 87 69 82,update-9-67 | query-5-6 | update-8-97 | query-1-8 | update-9-53 | query-9-10 | update-4-24 | update-1-75 | query-1-8 | query-4-6 | query-4-7 | query-1-2 | query-4-9 | query-6-7 | update-6-1,None 54 None 529 None 271 None None 628 100 112 233 485 47 None
1 59 68 72 50 38 34 26 17 81,query-10-10 | update-8-41 | update-7-52 | query-2-7 | query-8-10 | query-6-7 | update-8-81 | update-8-66 | query-10-10 | query-8-10 | update-3-74 | update-1-87 | query-3-6 | update-9-69 | query-2-5,81 None None 373 165 124 None None 81 312 None None 302 None 323
8 2 27 91 67 73 4 92 9 76,update-10-16 | query-2-8 | query-3-8 | query-10-10 | query-9-9 | query-4-7 | update-5-24 | query-7-7 | update-9-4 | query-3-6 | query-7-8 | query-10-10 | update-3-36 | query-7-10 | update-9-2,None 356 354 92 9 235 None 4 None 282 96 92 None 201 None
21 58 98 41 38 37 66 95 21 67,query-2-5 | query-9-10 | update-5-27 | update-9-93 | query-9-10 | query-7-9 | query-8-10 | update-1-99 | update-6-46 | update-10-73 | update-1-15 | query-9-9 | query-6-8 | update-5-95 | update-4-5,235 88 None None 181 275 276 None None None None 114 244 None None
40 98 56 70 100 61 70 39 66 13,query-7-9 | update-9-78 | update-8-70 | query-4-10 | update-5-36 | query-5-5 | update-1-40 | update-5-79 | update-2-36 | query-5-9 | query-5-10 | update-1-55 | query-8-9 | query-5-5 | update-8-94,175 None None 567 None 136 None None None 599 612 None 253 215 None
63 54 17 75 34 65 11 7 40 44,query-4-8 | update-1-8 | query-2-8 | query-1-6 | update-8-73 | query-4-10 | update-10-44 | query-3-9 | update-6-65 | query-2-3 | update-2-65 | update-8-58 | query-9-10 | query-1-4 | query-7-10,192 None 263 316 None 349 None 322 None 71 None None 128 282 277
66 82 69 93 92 50 70 74 46 27,update-9-33 | update-10-2 | query-4-6 | update-7-75 | query-10-10 | query-6-6 | query-6-8 | update-10-89 | update-9-98 | update-10-67 | query-9-10 | query-3-4 | update-4-68 | query-5-7 | update-1-73,None None 235 None 29 50 269 None None None 362 162 None 287 None
38 82 77 82 50 41 20 97 62 17,update-8-43 | query-6-10 | update-9-13 | query-9-9 | query-8-9 | update-10-15 | query-9-10 | update-10-68 | query-2-7 | update-9-93 | update-3-6 | update-8-21 | update-7-50 | update-10-29 | update-9-100,None 280 None 75 215 None 107 None 352 None None None None None None
13 44 86 86 42 46 56 99 25 8,query-5-9 | query-8-9 | query-1-4 | query-1-10 | query-6-6 | query-3-6 | query-3-3 | query-1-6 | update-9-66 | update-10-50 | query-8-9 | update-5-82 | query-3-6 | update-2-7 | update-8-22,268 124 229 505 46 260 86 317 None None 190 None 342 None None
4 82 36 2 99 43 85 62 23 30,update-1-74 | update-2-10 | update-5-35 | update-2-29 | query-5-6 | query-1-2 | update-9-89 | query-7-8 | query-2-4 | query-5-9 | query-1-6 | query-2-9 | query-6-7 | update-5-58 | query-4-7,None None None None 177 199 None 147 159 436 414 595 128 None 322
