nodes,edges,start_node,distances,intermediate_steps
10,3-2-85 2-3-85 4-9-23 9-4-23 0-4-14 4-0-14 1-7-74 7-1-74 5-6-35 6-5-35 1-9-45 9-1-45 2-8-6 8-2-6 9-7-27 7-9-27 5-0-95 0-5-95 9-7-13 7-9-13 9-1-94 1-9-94 3-7-56 7-3-56 0-7-10 7-0-10 0-5-3 5-0-3 3-5-99 5-3-99,0,0 68 151 66 14 3 38 10 157 23,0-0 | 5-3 | 7-10 | 4-14 | 9-23 | 6-38 | 3-66 | 1-68 | 2-151 | 8-157
10,2-0-21 0-2-21 3-7-69 7-3-69 8-3-41 3-8-41 7-3-43 3-7-43 4-3-82 3-4-82 4-2-99 2-4-99 9-5-39 5-9-39 1-2-1 2-1-1 2-3-36 3-2-36 7-5-19 5-7-19 6-2-77 2-6-77 9-6-51 6-9-51 3-0-54 0-3-54 7-1-25 1-7-25 6-5-85 5-6-85,7,47 25 26 43 125 19 103 0 84 58,7-0 | 5-19 | 1-25 | 2-26 | 3-43 | 0-47 | 9-58 | 8-84 | 6-103 | 4-125
10,0-5-68 5-0-68 1-7-79 7-1-79 3-9-80 9-3-80 5-0-42 0-5-42 8-5-68 5-8-68 3-5-49 5-3-49 0-1-10 1-0-10 1-9-29 9-1-29 8-7-70 7-8-70 6-9-94 9-6-94 1-9-53 9-1-53 9-3-10 3-9-10 7-3-99 3-7-99 4-1-57 1-4-57 7-1-65 1-7-65,5,42 52 inf 49 109 0 153 117 68 59,5-0 | 0-42 | 3-49 | 1-52 | 9-59 | 8-68 | 4-109 | 7-117 | 6-153
10,5-7-89 7-5-89 6-9-82 9-6-82 7-1-27 1-7-27 6-0-27 0-6-27 1-2-70 2-1-70 1-3-86 3-1-86 9-4-61 4-9-61 1-2-18 2-1-18 8-2-74 2-8-74 4-1-95 1-4-95 8-0-40 0-8-40 4-0-6 0-4-6 3-8-30 8-3-30 5-8-88 8-5-88 2-5-6 5-2-6,4,6 95 113 76 0 119 33 122 46 61,4-0 | 0-6 | 6-33 | 8-46 | 9-61 | 3-76 | 1-95 | 2-113 | 5-119 | 7-122
10,7-4-31 4-7-31 1-8-64 8-1-64 5-2-12 2-5-12 4-8-90 8-4-90 6-9-84 9-6-84 6-2-15 2-6-15 2-0-47 0-2-47 0-7-29 7-0-29 7-4-19 4-7-19 3-2-75 2-3-75 0-8-91 8-0-91 5-7-68 7-5-68 5-9-20 9-5-20 7-0-83 0-7-83 5-4-81 4-5-81,7,29 173 76 151 19 68 91 0 109 88,7-0 | 4-19 | 0-29 | 5-68 | 2-76 | 9-88 | 6-91 | 8-109 | 3-151 | 1-173
10,4-3-97 3-4-97 1-8-76 8-1-76 1-5-56 5-1-56 4-8-52 8-4-52 7-8-48 8-7-48 3-2-5 2-3-5 5-4-2 4-5-2 2-7-14 7-2-14 3-1-62 1-3-62 8-4-26 4-8-26 2-1-2 1-2-2 6-1-8 1-6-8 2-8-61 8-2-61 0-1-24 1-0-24 7-5-61 5-7-61,7,40 16 14 19 63 61 24 0 48 inf,7-0 | 2-14 | 1-16 | 3-19 | 6-24 | 0-40 | 8-48 | 5-61 | 4-63
10,9-7-44 7-9-44 3-8-87 8-3-87 5-0-99 0-5-99 8-5-34 5-8-34 7-0-99 0-7-99 7-2-25 2-7-25 4-3-8 3-4-8 0-5-94 5-0-94 0-4-71 4-0-71 4-1-5 1-4-5 3-9-81 9-3-81 8-1-32 1-8-32 9-7-100 7-9-100 1-9-48 9-1-48 0-2-58 2-0-58,1,76 0 117 13 5 66 inf 92 32 48,1-0 | 4-5 | 3-13 | 8-32 | 9-48 | 5-66 | 0-76 | 7-92 | 2-117
10,9-4-79 4-9-79 8-0-52 0-8-52 5-8-37 8-5-37 0-5-46 5-0-46 7-6-83 6-7-83 1-9-76 9-1-76 6-1-4 1-6-4 3-0-5 0-3-5 9-2-45 2-9-45 1-3-78 3-1-78 1-0-67 0-1-67 7-5-67 5-7-67 8-5-18 5-8-18 7-8-17 8-7-17 5-6-92 6-5-92,3,5 72 193 0 227 51 76 74 57 148,3-0 | 0-5 | 5-51 | 8-57 | 1-72 | 7-74 | 6-76 | 9-148 | 2-193 | 4-227
10,3-1-97 1-3-97 6-2-50 2-6-50 3-0-24 0-3-24 1-2-10 2-1-10 6-9-79 9-6-79 2-5-1 5-2-1 0-1-12 1-0-12 2-1-1 1-2-1 4-8-92 8-4-92 0-9-67 9-0-67 8-2-62 2-8-62 0-9-87 9-0-87 6-1-21 1-6-21 2-8-9 8-2-9 1-0-7 0-1-7,9,67 74 75 91 176 76 79 inf 84 0,9-0 | 0-67 | 1-74 | 2-75 | 5-76 | 6-79 | 8-84 | 3-91 | 4-176
10,8-7-73 7-8-73 5-2-35 2-5-35 7-2-92 2-7-92 5-4-24 4-5-24 5-7-36 7-5-36 9-1-33 1-9-33 7-2-45 2-7-45 7-8-47 8-7-47 5-1-63 1-5-63 8-2-17 2-8-17 6-0-77 0-6-77 8-0-74 0-8-74 5-9-69 9-5-69 2-1-85 1-2-85 7-5-39 5-7-39,6,77 253 168 inf 227 203 0 198 151 272,6-0 | 0-77 | 8-151 | 2-168 | 7-198 | 5-203 | 4-227 | 1-253 | 9-272
10,6-7-28 7-6-28 2-3-86 3-2-86 3-8-54 8-3-54 5-4-27 4-5-27 2-9-52 9-2-52 2-6-98 6-2-98 2-3-14 3-2-14 2-7-80 7-2-80 9-4-90 4-9-90 1-6-49 6-1-49 2-0-2 0-2-2 2-9-68 9-2-68 4-1-31 1-4-31 3-5-85 5-3-85 7-3-79 3-7-79,8,70 197 68 54 166 139 161 133 0 120,8-0 | 3-54 | 2-68 | 0-70 | 9-120 | 7-133 | 5-139 | 6-161 | 4-166 | 1-197
10,0-8-99 8-0-99 0-9-86 9-0-86 8-1-78 1-8-78 3-2-40 2-3-40 1-0-4 0-1-4 4-8-60 8-4-60 1-0-39 0-1-39 4-2-5 2-4-5 9-3-1 3-9-1 7-2-21 2-7-21 8-0-26 0-8-26 8-1-57 1-8-57 9-7-97 7-9-97 5-3-16 3-5-16 5-4-100 4-5-100,5,103 107 56 16 61 0 inf 77 121 17,5-0 | 3-16 | 9-17 | 2-56 | 4-61 | 7-77 | 0-103 | 1-107 | 8-121
10,1-0-91 0-1-91 5-4-33 4-5-33 1-3-88 3-1-88 0-3-85 3-0-85 0-6-68 6-0-68 9-4-16 4-9-16 1-8-10 8-1-10 7-2-9 2-7-9 1-9-30 9-1-30 1-5-3 5-1-3 8-4-19 4-8-19 1-7-82 7-1-82 1-4-8 4-1-8 5-7-53 7-5-53 9-7-78 7-9-78,7,147 56 9 144 64 53 215 0 66 78,7-0 | 2-9 | 5-53 | 1-56 | 4-64 | 8-66 | 9-78 | 3-144 | 0-147 | 6-215
10,9-0-34 0-9-34 7-6-48 6-7-48 1-4-36 4-1-36 7-2-10 2-7-10 7-0-30 0-7-30 7-2-65 2-7-65 4-5-21 5-4-21 2-7-8 7-2-8 8-6-58 6-8-58 9-1-36 1-9-36 1-6-74 6-1-74 6-3-32 3-6-32 8-5-55 5-8-55 6-1-71 1-6-71 0-5-39 5-0-39,8,94 112 114 90 76 55 58 106 0 128,8-0 | 5-55 | 6-58 | 4-76 | 3-90 | 0-94 | 7-106 | 1-112 | 2-114 | 9-128
10,3-0-4 0-3-4 4-9-93 9-4-93 7-5-86 5-7-86 4-2-43 2-4-43 2-6-51 6-2-51 9-4-21 4-9-21 1-2-63 2-1-63 1-6-99 6-1-99 8-4-17 4-8-17 1-9-7 9-1-7 7-1-60 1-7-60 0-7-72 7-0-72 1-7-82 7-1-82 7-6-75 6-7-75 8-7-97 7-8-97,0,0 132 195 4 160 158 147 72 169 139,0-0 | 3-4 | 7-72 | 1-132 | 9-139 | 6-147 | 5-158 | 4-160 | 8-169 | 2-195
10,7-5-53 5-7-53 7-4-77 4-7-77 8-4-84 4-8-84 8-3-88 3-8-88 0-4-54 4-0-54 9-0-84 0-9-84 8-2-2 2-8-2 5-3-21 3-5-21 4-8-48 8-4-48 5-6-46 6-5-46 3-7-32 7-3-32 9-3-96 3-9-96 0-6-67 6-0-67 7-1-75 1-7-75 3-1-28 1-3-28,7,131 60 122 32 77 53 99 0 120 128,7-0 | 3-32 | 5-53 | 1-60 | 4-77 | 6-99 | 8-120 | 2-122 | 9-128 | 0-131
10,7-9-44 9-7-44 0-4-91 4-0-91 5-2-54 2-5-54 2-8-57 8-2-57 1-9-14 9-1-14 0-9-89 9-0-89 8-6-53 6-8-53 5-1-32 1-5-32 6-2-59 2-6-59 3-1-90 1-3-90 7-4-65 4-7-65 7-9-56 9-7-56 0-3-71 3-0-71 9-4-21 4-9-21 4-0-11 0-4-11,6,191 145 59 235 180 113 0 203 53 159,6-0 | 8-53 | 2-59 | 5-113 | 1-145 | 9-159 | 4-180 | 0-191 | 7-203 | 3-235
10,8-1-63 1-8-63 1-5-36 5-1-36 3-7-98 7-3-98 2-1-74 1-2-74 2-0-70 0-2-70 2-5-57 5-2-57 3-9-91 9-3-91 9-4-84 4-9-84 5-7-51 7-5-51 3-7-61 7-3-61 2-4-83 4-2-83 8-1-38 1-8-38 2-7-9 7-2-9 6-3-20 3-6-20 5-2-55 2-5-55,5,125 36 55 112 138 0 132 51 74 203,5-0 | 1-36 | 7-51 | 2-55 | 8-74 | 3-112 | 0-125 | 6-132 | 4-138 | 9-203
10,2-1-21 1-2-21 0-5-57 5-0-57 9-3-63 3-9-63 2-8-20 8-2-20 8-9-97 9-8-97 0-8-70 8-0-70 9-0-74 0-9-74 7-6-65 6-7-65 7-8-70 8-7-70 9-0-8 0-9-8 1-0-18 0-1-18 7-3-88 3-7-88 0-2-75 2-0-75 3-5-52 5-3-52 8-3-12 3-8-12,9,8 26 47 63 inf 65 202 137 67 0,9-0 | 0-8 | 1-26 | 2-47 | 3-63 | 5-65 | 8-67 | 7-137 | 6-202
10,0-9-79 9-0-79 5-2-10 2-5-10 5-3-24 3-5-24 9-5-43 5-9-43 4-7-34 7-4-34 6-8-51 8-6-51 9-1-12 1-9-12 4-6-28 6-4-28 2-6-19 6-2-19 2-8-17 8-2-17 6-0-19 0-6-19 4-2-91 2-4-91 4-8-80 8-4-80 3-6-22 6-3-22 4-2-54 2-4-54,6,19 84 19 22 28 29 0 62 36 72,6-0 | 0-19 | 2-19 | 3-22 | 4-28 | 5-29 | 8-36 | 7-62 | 9-72 | 1-84
10,5-4-47 4-5-47 5-1-62 1-5-62 1-7-74 7-1-74 4-9-72 9-4-72 6-7-40 7-6-40 6-9-60 9-6-60 3-4-90 4-3-90 5-1-66 1-5-66 8-2-57 2-8-57 6-8-65 8-6-65 7-8-99 8-7-99 6-5-76 5-6-76 8-3-94 3-8-94 0-1-56 1-0-56 1-8-62 8-1-62,5,118 62 181 137 47 0 76 116 124 119,5-0 | 4-47 | 1-62 | 6-76 | 7-116 | 0-118 | 9-119 | 8-124 | 3-137 | 2-181
10,0-9-78 9-0-78 7-8-72 8-7-72 0-2-95 2-0-95 1-6-80 6-1-80 7-3-26 3-7-26 8-5-89 5-8-89 4-1-54 1-4-54 8-6-99 6-8-99 1-6-68 6-1-68 1-6-45 6-1-45 4-0-86 0-4-86 0-4-13 4-0-13 0-6-13 6-0-13 5-0-5 0-5-5 5-7-2 7-5-2,4,13 54 108 46 0 18 26 20 92 91,4-0 | 0-13 | 5-18 | 7-20 | 6-26 | 3-46 | 1-54 | 9-91 | 8-92 | 2-108
10,7-4-46 4-7-46 3-1-31 1-3-31 2-9-38 9-2-38 3-5-31 5-3-31 4-0-59 0-4-59 4-6-90 6-4-90 9-1-61 1-9-61 9-1-79 1-9-79 8-3-41 3-8-41 1-3-88 3-1-88 1-6-14 6-1-14 1-6-77 6-1-77 4-5-1 5-4-1 8-3-22 3-8-22 7-4-41 4-7-41,9,183 61 38 92 124 123 75 165 114 0,9-0 | 2-38 | 1-61 | 6-75 | 3-92 | 8-114 | 5-123 | 4-124 | 7-165 | 0-183
10,2-1-73 1-2-73 7-4-32 4-7-32 4-5-25 5-4-25 1-0-11 0-1-11 5-9-44 9-5-44 1-4-8 4-1-8 7-4-75 4-7-75 2-9-80 9-2-80 1-6-87 6-1-87 2-4-6 4-2-6 1-4-6 4-1-6 4-9-70 9-4-70 1-3-83 3-1-83 0-9-78 9-0-78 7-9-15 9-7-15,1,11 0 12 83 6 31 87 38 inf 53,1-0 | 4-6 | 0-11 | 2-12 | 5-31 | 7-38 | 9-53 | 3-83 | 6-87
10,7-0-44 0-7-44 5-8-75 8-5-75 7-5-4 5-7-4 1-3-66 3-1-66 4-0-19 0-4-19 1-5-75 5-1-75 6-3-68 3-6-68 6-5-93 5-6-93 7-8-33 8-7-33 2-5-95 5-2-95 7-2-51 2-7-51 1-9-53 9-1-53 8-2-75 2-8-75 4-7-67 7-4-67 5-7-19 7-5-19,1,123 0 130 66 142 75 134 79 112 53,1-0 | 9-53 | 3-66 | 5-75 | 7-79 | 8-112 | 0-123 | 2-130 | 6-134 | 4-142
10,4-6-93 6-4-93 3-0-42 0-3-42 7-0-66 0-7-66 9-2-53 2-9-53 2-0-16 0-2-16 5-6-31 6-5-31 7-0-34 0-7-34 0-3-98 3-0-98 3-0-13 0-3-13 3-8-62 8-3-62 7-1-76 1-7-76 7-2-17 2-7-17 0-8-65 8-0-65 4-2-89 2-4-89 6-9-44 9-6-44,0,0 109 16 13 105 144 113 33 65 69,0-0 | 3-13 | 2-16 | 7-33 | 8-65 | 9-69 | 4-105 | 1-109 | 6-113 | 5-144
10,6-9-63 9-6-63 6-8-88 8-6-88 0-9-1 9-0-1 4-8-86 8-4-86 6-1-74 1-6-74 4-0-80 0-4-80 2-0-60 0-2-60 3-4-20 4-3-20 4-3-89 3-4-89 1-9-4 9-1-4 2-4-44 4-2-44 3-4-36 4-3-36 7-4-72 4-7-72 2-1-95 1-2-95 6-1-36 1-6-36,6,41 36 101 141 121 inf 0 193 88 40,6-0 | 1-36 | 9-40 | 0-41 | 8-88 | 2-101 | 4-121 | 3-141 | 7-193
10,6-3-17 3-6-17 7-2-83 2-7-83 5-9-75 9-5-75 2-3-26 3-2-26 9-3-36 3-9-36 5-0-12 0-5-12 8-5-88 5-8-88 0-6-78 6-0-78 6-2-41 2-6-41 1-8-11 8-1-11 2-5-98 5-2-98 4-8-11 8-4-11 4-3-43 3-4-43 6-7-75 7-6-75 5-0-45 0-5-45,1,111 0 91 65 22 99 82 157 11 101,1-0 | 8-11 | 4-22 | 3-65 | 6-82 | 2-91 | 5-99 | 9-101 | 0-111 | 7-157
10,7-2-20 2-7-20 7-2-57 2-7-57 3-4-91 4-3-91 6-7-6 7-6-6 4-8-65 8-4-65 6-5-36 5-6-36 5-8-38 8-5-38 9-1-10 1-9-10 7-6-63 6-7-63 0-4-49 4-0-49 0-1-6 1-0-6 4-0-100 0-4-100 3-9-66 9-3-66 5-8-93 8-5-93 7-4-100 4-7-100,4,49 55 120 91 0 103 106 100 65 65,4-0 | 0-49 | 1-55 | 8-65 | 9-65 | 3-91 | 7-100 | 5-103 | 6-106 | 2-120
10,5-2-1 2-5-1 3-5-49 5-3-49 5-4-76 4-5-76 0-1-72 1-0-72 2-6-37 6-2-37 6-2-15 2-6-15 3-9-75 9-3-75 8-3-57 3-8-57 0-3-55 3-0-55 2-7-59 7-2-59 1-3-42 3-1-42 6-3-10 3-6-10 9-3-80 3-9-80 2-7-76 7-2-76 4-9-69 9-4-69,8,112 99 82 57 159 83 67 141 0 132,8-0 | 3-57 | 6-67 | 2-82 | 5-83 | 1-99 | 0-112 | 9-132 | 7-141 | 4-159
10,2-9-48 9-2-48 7-8-31 8-7-31 0-6-75 6-0-75 3-9-52 9-3-52 6-2-39 2-6-39 0-7-90 7-0-90 9-0-40 0-9-40 9-6-52 6-9-52 1-2-91 2-1-91 3-0-6 0-3-6 9-7-75 7-9-75 3-5-74 5-3-74 3-4-5 4-3-5 4-3-42 3-4-42 2-6-4 6-2-4,2,79 91 0 85 90 159 4 123 154 48,2-0 | 6-4 | 9-48 | 0-79 | 3-85 | 4-90 | 1-91 | 7-123 | 8-154 | 5-159
10,1-5-96 5-1-96 4-0-99 0-4-99 4-9-99 9-4-99 3-6-68 6-3-68 6-2-92 2-6-92 4-2-81 2-4-81 2-7-5 7-2-5 2-0-3 0-2-3 1-7-28 7-1-28 0-6-31 6-0-31 6-1-54 1-6-54 1-0-44 0-1-44 3-8-39 8-3-39 6-2-59 2-6-59 2-0-41 0-2-41,1,36 0 33 122 114 96 54 28 161 213,1-0 | 7-28 | 2-33 | 0-36 | 6-54 | 5-96 | 4-114 | 3-122 | 8-161 | 9-213
10,8-0-92 0-8-92 3-0-27 0-3-27 2-4-94 4-2-94 3-7-61 7-3-61 0-2-27 2-0-27 9-5-15 5-9-15 1-5-81 5-1-81 5-4-92 4-5-92 2-3-80 3-2-80 3-4-86 4-3-86 8-6-98 6-8-98 6-0-23 0-6-23 3-9-48 9-3-48 5-9-47 9-5-47 6-1-16 1-6-16,7,88 127 115 61 147 124 111 0 180 109,7-0 | 3-61 | 0-88 | 9-109 | 6-111 | 2-115 | 5-124 | 1-127 | 4-147 | 8-180
10,1-6-92 6-1-92 3-8-51 8-3-51 4-5-37 5-4-37 2-0-32 0-2-32 2-3-1 3-2-1 4-9-19 9-4-19 8-3-85 3-8-85 6-4-1 4-6-1 7-5-47 5-7-47 2-4-87 4-2-87 4-3-11 3-4-11 2-0-94 0-2-94 0-3-61 3-0-61 8-0-48 0-8-48 0-5-55 5-0-55,0,0 137 32 33 44 55 45 102 48 63,0-0 | 2-32 | 3-33 | 4-44 | 6-45 | 8-48 | 5-55 | 9-63 | 7-102 | 1-137
10,0-3-24 3-0-24 4-3-15 3-4-15 3-9-85 9-3-85 3-5-82 5-3-82 8-4-79 4-8-79 0-2-88 2-0-88 4-1-83 1-4-83 6-7-32 7-6-32 4-3-42 3-4-42 5-2-67 2-5-67 9-1-18 1-9-18 8-5-47 5-8-47 3-9-80 9-3-80 3-9-45 9-3-45 6-3-51 3-6-51,8,118 157 114 94 79 47 145 177 0 139,8-0 | 5-47 | 4-79 | 3-94 | 2-114 | 0-118 | 9-139 | 6-145 | 1-157 | 7-177
10,3-1-23 1-3-23 2-4-95 4-2-95 3-7-27 7-3-27 1-3-65 3-1-65 5-6-59 6-5-59 1-8-83 8-1-83 4-9-61 9-4-61 2-4-20 4-2-20 5-6-42 6-5-42 7-3-70 3-7-70 3-9-23 9-3-23 3-6-18 6-3-18 6-2-85 2-6-85 0-8-14 8-0-14 0-1-39 1-0-39,8,14 53 179 76 160 136 94 103 0 99,8-0 | 0-14 | 1-53 | 3-76 | 6-94 | 9-99 | 7-103 | 5-136 | 4-160 | 2-179
10,8-0-77 0-8-77 2-6-94 6-2-94 4-8-63 8-4-63 0-7-64 7-0-64 9-0-38 0-9-38 4-3-39 3-4-39 6-7-36 7-6-36 5-1-39 1-5-39 9-4-17 4-9-17 3-2-64 2-3-64 5-2-14 2-5-14 8-6-8 6-8-8 6-3-16 3-6-16 3-9-98 9-3-98 2-0-3 0-2-3,2,3 53 0 64 58 14 80 67 80 41,2-0 | 0-3 | 5-14 | 9-41 | 1-53 | 4-58 | 3-64 | 7-67 | 6-80 | 8-80
10,6-4-34 4-6-34 2-0-34 0-2-34 7-8-8 8-7-8 7-4-16 4-7-16 8-4-96 4-8-96 7-8-12 8-7-12 7-5-86 5-7-86 1-5-71 5-1-71 9-5-1 5-9-1 6-5-96 5-6-96 9-3-23 3-9-23 7-8-44 8-7-44 4-9-21 9-4-21 9-8-13 8-9-13 4-5-3 5-4-3,1,inf 0 inf 95 74 71 108 90 85 72,1-0 | 5-71 | 9-72 | 4-74 | 8-85 | 7-90 | 3-95 | 6-108
10,3-9-76 9-3-76 5-0-63 0-5-63 5-4-70 4-5-70 2-8-67 8-2-67 2-3-45 3-2-45 2-6-35 6-2-35 4-8-91 8-4-91 7-2-73 2-7-73 7-2-49 2-7-49 3-2-56 2-3-56 3-1-59 1-3-59 4-1-66 1-4-66 4-0-68 0-4-68 4-6-82 6-4-82 2-8-43 8-2-43,4,68 66 117 125 0 70 82 166 91 201,4-0 | 1-66 | 0-68 | 5-70 | 6-82 | 8-91 | 2-117 | 3-125 | 7-166 | 9-201
10,0-6-57 6-0-57 5-7-75 7-5-75 4-3-55 3-4-55 2-5-66 5-2-66 1-3-51 3-1-51 5-4-98 4-5-98 4-1-46 1-4-46 2-5-43 5-2-43 3-4-55 4-3-55 2-7-52 7-2-52 4-5-61 5-4-61 3-4-54 4-3-54 8-9-6 9-8-6 8-4-76 4-8-76 6-4-98 4-6-98,6,57 144 202 152 98 159 0 234 174 180,6-0 | 0-57 | 4-98 | 1-144 | 3-152 | 5-159 | 8-174 | 9-180 | 2-202 | 7-234
10,3-4-47 4-3-47 0-4-60 4-0-60 9-4-80 4-9-80 5-6-66 6-5-66 5-0-24 0-5-24 7-8-83 8-7-83 4-8-56 8-4-56 7-2-49 2-7-49 7-6-28 6-7-28 1-9-15 9-1-15 0-3-100 3-0-100 6-2-67 2-6-67 2-5-45 5-2-45 0-2-18 2-0-18 8-4-10 4-8-10,0,0 155 18 100 60 24 85 67 70 140,0-0 | 2-18 | 5-24 | 4-60 | 7-67 | 8-70 | 6-85 | 3-100 | 9-140 | 1-155
10,3-8-97 8-3-97 1-2-59 2-1-59 0-6-40 6-0-40 6-3-31 3-6-31 5-4-60 4-5-60 7-4-63 4-7-63 4-3-56 3-4-56 7-8-80 8-7-80 6-1-4 1-6-4 7-5-21 5-7-21 6-5-54 5-6-54 6-4-65 4-6-65 0-8-52 8-0-52 8-2-17 2-8-17 6-7-4 7-6-4,3,71 35 94 0 56 56 31 35 97 inf,3-0 | 6-31 | 1-35 | 7-35 | 4-56 | 5-56 | 0-71 | 2-94 | 8-97
10,4-5-61 5-4-61 0-3-46 3-0-46 5-1-12 1-5-12 9-0-71 0-9-71 4-5-1 5-4-1 2-1-33 1-2-33 0-5-84 5-0-84 3-8-13 8-3-13 8-6-13 6-8-13 2-3-72 3-2-72 8-6-60 6-8-60 0-7-68 7-0-68 4-3-26 3-4-26 2-3-30 3-2-30 1-9-95 9-1-95,8,59 52 43 13 39 40 13 127 0 130,8-0 | 3-13 | 6-13 | 4-39 | 5-40 | 2-43 | 1-52 | 0-59 | 7-127 | 9-130
10,5-1-82 1-5-82 1-2-13 2-1-13 6-3-32 3-6-32 9-5-85 5-9-85 5-8-3 8-5-3 4-8-26 8-4-26 2-6-66 6-2-66 6-8-71 8-6-71 8-3-45 3-8-45 0-5-65 5-0-65 8-3-67 3-8-67 1-5-49 5-1-49 8-9-37 9-8-37 9-5-3 5-9-3 9-3-90 3-9-90,3,113 97 98 0 71 48 32 inf 45 51,3-0 | 6-32 | 8-45 | 5-48 | 9-51 | 4-71 | 1-97 | 2-98 | 0-113
10,6-2-41 2-6-41 7-0-81 0-7-81 4-3-74 3-4-74 9-5-54 5-9-54 7-6-99 6-7-99 0-6-27 6-0-27 8-1-5 1-8-5 8-7-36 7-8-36 3-6-87 6-3-87 8-1-78 1-8-78 2-6-84 6-2-84 4-3-56 3-4-56 4-9-79 9-4-79 5-1-10 1-5-10 2-9-84 9-2-84,2,68 148 0 128 163 138 41 140 153 84,2-0 | 6-41 | 0-68 | 9-84 | 3-128 | 5-138 | 7-140 | 1-148 | 8-153 | 4-163
10,7-8-6 8-7-6 4-7-52 7-4-52 8-0-96 0-8-96 7-6-40 6-7-40 2-1-5 1-2-5 6-1-28 1-6-28 4-2-14 2-4-14 4-0-34 0-4-34 4-6-9 6-4-9 8-1-10 1-8-10 3-8-3 8-3-3 2-1-44 1-2-44 4-3-53 3-4-53 0-8-89 8-0-89 5-6-32 6-5-32,3,66 13 18 0 32 73 41 9 3 inf,3-0 | 8-3 | 7-9 | 1-13 | 2-18 | 4-32 | 6-41 | 0-66 | 5-73
10,2-4-54 4-2-54 2-4-81 4-2-81 8-9-2 9-8-2 1-4-28 4-1-28 4-2-69 2-4-69 3-5-71 5-3-71 4-7-87 7-4-87 6-9-5 9-6-5 2-6-5 6-2-5 2-7-82 7-2-82 7-3-37 3-7-37 8-0-35 0-8-35 6-7-20 7-6-20 4-2-36 2-4-36 3-9-56 9-3-56,4,83 28 36 98 0 169 41 61 48 46,4-0 | 1-28 | 2-36 | 6-41 | 9-46 | 8-48 | 7-61 | 0-83 | 3-98 | 5-169
10,2-6-89 6-2-89 6-8-55 8-6-55 7-9-50 9-7-50 2-3-61 3-2-61 2-7-73 7-2-73 7-3-93 3-7-93 5-8-99 8-5-99 5-3-45 3-5-45 3-7-79 7-3-79 5-3-33 3-5-33 9-0-63 0-9-63 6-3-64 3-6-64 1-6-51 6-1-51 4-8-74 8-4-74 1-9-77 9-1-77,4,320 180 218 193 0 173 129 272 74 257,4-0 | 8-74 | 6-129 | 5-173 | 1-180 | 3-193 | 2-218 | 9-257 | 7-272 | 0-320
10,1-9-4 9-1-4 3-6-80 6-3-80 3-5-14 5-3-14 5-8-24 8-5-24 6-4-4 4-6-4 0-6-40 6-0-40 7-0-94 0-7-94 5-0-55 0-5-55 1-0-19 0-1-19 4-5-65 5-4-65 7-2-58 2-7-58 6-0-6 0-6-6 0-5-48 5-0-48 0-4-77 4-0-77 5-8-43 8-5-43,1,19 0 171 81 29 67 25 113 91 4,1-0 | 9-4 | 0-19 | 6-25 | 4-29 | 5-67 | 3-81 | 8-91 | 7-113 | 2-171
10,1-4-53 4-1-53 3-6-48 6-3-48 9-6-5 6-9-5 8-3-21 3-8-21 7-2-46 2-7-46 9-1-79 1-9-79 5-2-26 2-5-26 8-2-62 2-8-62 8-5-67 5-8-67 8-1-50 1-8-50 1-4-43 4-1-43 3-6-88 6-3-88 0-9-21 9-0-21 2-0-74 0-2-74 3-4-91 4-3-91,5,100 117 26 88 160 0 126 72 67 121,5-0 | 2-26 | 8-67 | 7-72 | 3-88 | 0-100 | 1-117 | 9-121 | 6-126 | 4-160
10,3-7-37 7-3-37 5-8-51 8-5-51 3-9-89 9-3-89 1-5-73 5-1-73 9-8-10 8-9-10 7-8-36 8-7-36 6-1-72 1-6-72 4-8-31 8-4-31 0-7-27 7-0-27 0-1-68 1-0-68 1-8-41 8-1-41 3-9-68 9-3-68 1-2-90 2-1-90 7-9-37 9-7-37 3-7-23 7-3-23,8,63 41 131 59 31 51 113 36 0 10,8-0 | 9-10 | 4-31 | 7-36 | 1-41 | 5-51 | 3-59 | 0-63 | 6-113 | 2-131
10,0-6-8 6-0-8 3-4-87 4-3-87 3-8-76 8-3-76 9-0-25 0-9-25 9-1-56 1-9-56 0-3-13 3-0-13 8-2-85 2-8-85 5-4-1 4-5-1 8-9-43 9-8-43 1-0-72 0-1-72 7-9-9 9-7-9 8-6-29 6-8-29 0-4-83 4-0-83 3-7-18 7-3-18 9-2-34 2-9-34,8,37 99 77 50 120 121 29 52 0 43,8-0 | 6-29 | 0-37 | 9-43 | 3-50 | 7-52 | 2-77 | 1-99 | 4-120 | 5-121
10,3-8-99 8-3-99 0-4-95 4-0-95 0-6-94 6-0-94 2-9-70 9-2-70 9-0-46 0-9-46 5-0-86 0-5-86 3-6-49 6-3-49 6-5-32 5-6-32 5-8-38 8-5-38 2-6-22 6-2-22 5-7-23 7-5-23 0-2-91 2-0-91 7-6-53 6-7-53 9-6-48 6-9-48 4-0-63 0-4-63,7,109 inf 75 102 172 23 53 0 61 101,7-0 | 5-23 | 6-53 | 8-61 | 2-75 | 9-101 | 3-102 | 0-109 | 4-172
